,LoanStatus
83903,1
83908,0
83910,0
83911,1
83912,1
83913,0
83915,1
83917,1
83920,0
83921,1
83922,1
83923,1
83925,0
83926,1
83927,1
83931,1
83933,1
83934,1
83938,1
83945,1
83946,1
83947,1
83948,1
83949,0
83951,1
83952,1
83956,1
83957,1
83958,0
83959,1
83962,1
83967,1
83968,0
83971,1
83972,1
83973,1
83976,1
83978,1
83980,0
83981,1
83982,1
83983,1
83986,1
83987,1
83990,1
83991,1
83993,1
83994,1
83996,1
83998,1
84000,1
84002,1
84004,1
84005,0
84006,1
84014,0
84017,1
84018,1
84020,0
84022,0
84023,1
84024,0
84027,1
84029,0
84030,1
84031,1
84032,0
84036,1
84039,0
84041,1
84043,1
84044,1
84045,1
84046,1
84047,0
84048,1
84050,1
84056,0
84057,1
84058,1
84059,1
84061,1
84062,0
84063,0
84065,1
84066,1
84068,1
84069,0
84070,1
84072,1
84073,1
84075,1
84078,1
84083,0
84085,1
84086,0
84090,0
84093,1
84094,1
84095,1
84097,1
84102,0
84103,1
84104,1
84108,1
84109,1
84110,1
84112,1
84119,1
84122,1
84125,0
84128,1
84130,1
84131,1
84135,1
84136,0
84137,1
84138,1
84139,1
84140,1
84141,1
84143,0
84145,1
84147,0
84148,1
84149,1
84151,1
84152,1
84156,1
84159,1
84163,0
84165,1
84168,1
84169,1
84173,0
84176,0
84177,1
84180,1
84181,1
84182,1
84183,0
84185,1
84186,0
84188,1
84189,0
84194,0
84195,1
84201,0
84202,0
84203,1
84208,1
84211,1
84212,1
84213,0
84214,1
84215,1
84216,1
84217,1
84220,1
84222,1
84223,1
84225,1
84226,1
84233,1
84235,1
84237,0
84238,1
84240,0
84242,0
84246,1
84247,1
84250,1
84252,0
84253,1
84255,1
84257,1
84259,0
84265,0
84267,0
84272,1
84273,1
84274,0
84275,1
84277,0
84280,1
84281,0
84282,1
84283,1
84285,1
84286,1
84287,1
84288,1
84291,0
84295,1
84296,1
84304,0
84305,1
84312,1
84315,1
84317,1
84318,1
84321,1
84322,0
84323,1
84324,0
84327,1
84328,1
84329,1
84330,1
84332,1
84333,0
84334,0
84339,1
84341,1
84344,1
84345,1
84347,1
84348,1
84350,0
84351,1
84352,1
84356,0
84358,1
84361,1
84362,0
84363,1
84364,0
84365,1
84369,1
84375,0
84376,1
84378,1
84380,1
84381,1
84383,0
84384,1
84385,0
84386,1
84391,1
84393,1
84394,1
84395,1
84396,0
84399,0
84402,1
84404,1
84407,1
84408,1
84409,0
84410,1
84414,0
84415,1
84417,1
84420,1
84423,0
84425,0
84427,0
84435,1
84440,1
84443,0
84444,0
84447,1
84450,0
84451,1
84453,1
84456,1
84457,1
84458,0
84459,1
84460,1
84461,0
84463,1
84464,0
84465,1
84466,0
84467,1
84469,0
84471,1
84472,1
84473,1
84474,1
84475,0
84476,1
84478,1
84480,0
84481,1
84482,1
84483,0
84484,1
84486,0
84488,1
84489,1
84491,0
84492,1
84496,0
84497,0
84499,1
84500,0
84501,1
84502,1
84504,1
84505,0
84506,0
84508,1
84509,1
84511,1
84517,1
84525,1
84526,1
84528,1
84529,1
84530,0
84531,1
84534,1
84538,1
84540,1
84542,1
84543,1
84545,1
84549,1
84550,1
84551,0
84552,1
84553,1
84557,1
84558,1
84559,1
84560,0
84562,1
84566,0
84567,1
84569,0
84571,1
84572,1
84576,1
84577,1
84579,1
84580,1
84582,1
84583,1
84585,0
84586,0
84587,1
84589,1
84593,1
84594,0
84595,1
84599,1
84605,0
84607,1
84609,1
84610,0
84617,1
84618,1
84620,0
84621,0
84622,1
84626,1
84627,0
84628,1
84631,1
84632,1
84633,1
84634,0
84637,1
84638,1
84639,1
84640,1
84641,1
84643,0
84646,0
84647,1
84650,1
84651,1
84652,1
84654,1
84657,1
84659,1
84660,1
84661,0
84663,0
84664,1
84666,1
84667,1
84669,1
84670,0
84676,0
84677,0
84681,1
84682,0
84684,1
84685,1
84687,1
84689,1
84692,1
84693,0
84695,1
84696,1
84698,1
84700,1
84701,1
84702,1
84708,1
84710,0
84713,0
84715,1
84716,1
84719,1
84723,1
84724,0
84725,1
84727,1
84728,1
84731,1
84732,0
84735,1
84739,1
84740,0
84741,1
84742,1
84743,1
84745,0
84746,1
84747,1
84748,1
84749,1
84750,1
84754,1
84755,1
84756,1
84757,1
84758,1
84759,0
84760,1
84761,1
84766,0
84767,0
84770,1
84773,1
84777,0
84778,0
84783,1
84785,1
84787,1
84790,0
84791,1
84793,0
84796,1
84798,1
84801,1
84804,1
84805,1
84806,0
84807,0
84808,1
84809,1
84810,1
84811,1
84814,1
84815,0
84816,0
84818,1
84820,1
84821,1
84825,1
84826,1
84828,1
84829,0
84830,1
84832,1
84833,1
84835,1
84836,1
84840,0
84842,0
84843,0
84845,0
84846,1
84848,0
84851,1
84858,0
84859,1
84860,0
84862,1
84864,1
84866,1
84867,0
84868,0
84870,1
84871,1
84872,1
84873,1
84876,1
84878,0
84880,1
84883,1
84885,1
84887,1
84890,1
84891,1
84892,1
84893,1
84894,0
84896,1
84897,1
84901,0
84902,1
84904,1
84909,1
84912,0
84914,1
84916,0
84917,1
84919,1
84922,0
84924,1
84925,1
84928,1
84929,1
84931,1
84932,1
84934,1
84935,1
84936,1
84937,1
84939,1
84940,0
84941,1
84942,1
84945,0
84946,1
84947,1
84950,1
84957,1
84959,1
84960,1
84964,1
84965,1
84966,0
84968,1
84969,1
84971,0
84972,1
84977,1
84981,1
84986,1
84987,1
84989,0
84991,1
84993,1
84994,1
84995,1
84996,1
84998,1
84999,0
85000,1
85002,1
85004,1
85005,0
85008,1
85009,1
85010,0
85011,0
85018,1
85022,0
85025,1
85028,1
85032,0
85033,0
85036,1
85037,1
85040,1
85041,1
85042,1
85044,1
85046,1
85051,0
85052,1
85053,1
85055,1
85060,1
85067,1
85068,1
85071,0
85074,1
85075,1
85076,1
85078,0
85085,0
85087,1
85091,0
85096,1
85097,1
85099,0
85101,1
85102,1
85106,1
85107,1
85108,1
85110,1
85111,1
85112,1
85114,1
85117,0
85118,1
85119,1
85120,1
85122,1
85123,1
85124,1
85126,1
85127,1
85128,0
85129,0
85130,1
85131,1
85134,1
85135,1
85137,0
85138,1
85140,1
85144,1
85147,1
85152,1
85153,1
85155,1
85156,0
85157,0
85162,1
85163,1
85164,0
85165,0
85171,1
85176,1
85178,1
85181,1
85182,1
85183,1
85185,1
85187,1
85190,0
85191,0
85194,1
85195,0
85197,0
85199,1
85200,1
85202,0
85204,0
85206,1
85207,1
85208,1
85209,0
85210,1
85214,1
85216,0
85218,1
85221,0
85222,1
85226,1
85231,1
85232,1
85233,1
85236,1
85238,1
85241,0
85242,0
85244,1
85247,0
85249,1
85250,1
85255,1
85257,0
85258,1
85262,0
85264,1
85266,1
85267,1
85276,1
85277,1
85278,1
85279,1
85283,1
85286,1
85288,1
85293,1
85295,1
85299,0
85302,1
85303,1
85304,1
85306,1
85307,1
85308,1
85310,1
85312,0
85313,0
85319,1
85322,1
85324,1
85327,1
85328,1
85329,1
85332,1
85334,1
85335,1
85337,1
85339,0
85346,1
85347,1
85350,1
85352,1
85355,1
85356,1
85357,1
85369,1
85370,0
85372,0
85373,1
85374,1
85375,1
85378,1
85380,1
85387,1
85391,1
85393,1
85394,1
85396,1
85400,0
85401,1
85402,0
85403,1
85404,1
85408,0
85417,0
85418,1
85421,1
85422,1
85424,1
85428,1
85429,1
85430,1
85431,1
85433,1
85436,1
85438,1
85439,0
85440,0
85444,0
85445,1
85446,1
85448,1
85449,0
85453,1
85455,1
85456,1
85457,1
85461,1
85462,0
85463,1
85467,1
85472,0
85477,1
85479,1
85480,0
85482,1
85484,1
85487,0
85488,1
85492,1
85495,1
85496,1
85497,1
85499,1
85500,1
85501,1
85502,1
85507,1
85508,1
85509,1
85511,1
85512,1
85513,0
85514,1
85515,1
85517,1
85518,1
85526,1
85527,0
85528,1
85530,0
85532,1
85535,0
85536,1
85539,1
85543,0
85548,1
85551,1
85554,0
85558,1
85559,1
85560,0
85561,1
85562,1
85564,1
85565,1
85567,1
85568,1
85572,0
85579,1
85581,1
85583,1
85586,1
85587,0
85591,1
85592,1
85597,0
85601,1
85603,1
85605,0
85606,1
85607,1
85610,0
85612,0
85615,1
85616,0
85619,0
85621,0
85622,0
85623,0
85631,1
85632,1
85636,0
85637,1
85638,1
85640,1
85643,1
85646,0
85648,1
85652,0
85655,1
85657,0
85658,1
85660,1
85662,1
85664,1
85666,1
85667,0
85670,0
85674,1
85676,1
85677,1
85680,1
85681,0
85686,1
85688,1
85689,1
85690,1
85691,0
85693,1
85695,0
85696,0
85697,0
85698,1
85699,1
85701,1
85703,1
85705,1
85706,1
85707,0
85709,0
85711,0
85712,1
85714,0
85715,1
85716,0
85717,0
85719,1
85722,1
85723,1
85724,1
85729,0
85732,0
85734,1
85735,1
85739,1
85740,1
85741,1
85743,1
85746,1
85747,1
85748,1
85749,1
85750,1
85751,1
85753,1
85755,0
85758,0
85763,1
85767,1
85768,1
85772,1
85775,1
85779,1
85781,0
85782,1
85783,1
85784,1
85786,1
85787,1
85788,1
85789,1
85795,0
85796,1
85797,1
85798,1
85799,1
85800,1
85802,1
85803,0
85804,1
85806,1
85809,1
85810,0
85812,0
85813,1
85815,1
85816,1
85819,1
85822,0
85823,1
85826,1
85829,1
85830,1
85831,0
85832,0
85833,1
85834,0
85842,1
85844,1
85845,0
85846,0
85849,0
85852,1
85853,1
85854,1
85855,1
85856,1
85858,0
85861,1
85862,1
85865,1
85866,1
85868,1
85870,1
85874,1
85877,1
85878,0
85880,0
85882,1
85883,1
85884,1
85887,1
85888,1
85890,0
85895,0
85897,0
85898,1
85900,1
85901,0
85902,1
85907,1
85910,1
85917,1
85918,1
85919,1
85921,1
85922,1
85923,1
85929,1
85930,0
85931,0
85937,0
85941,1
85942,1
85948,1
85950,1
85956,1
85959,0
85960,1
85964,0
85965,1
85967,1
85968,1
85971,0
85972,1
85973,1
85976,1
85977,1
85979,1
85981,0
85982,1
85983,1
85984,1
85985,0
85986,1
85988,0
85989,1
85991,1
85993,1
85998,0
86000,1
86003,1
86005,1
86006,0
86007,0
86008,1
86013,1
86014,0
86016,1
86018,1
86021,1
86023,1
86024,1
86027,1
86028,1
86030,1
86031,1
86032,1
86033,0
86034,1
86035,1
86040,1
86042,1
86043,1
86046,0
86047,1
86048,1
86050,0
86053,1
86054,0
86059,0
86061,1
86062,1
86064,1
86065,0
86066,1
86068,1
86071,1
86074,1
86075,1
86076,1
86078,1
86079,0
86081,0
86083,0
86084,1
86085,0
86087,1
86095,0
86096,1
86097,1
86098,1
86100,0
86102,0
86103,1
86104,1
86105,1
86107,0
86108,1
86110,1
86111,1
86113,1
86114,1
86115,0
86116,1
86119,1
86121,1
86122,1
86123,1
86127,1
86129,1
86130,1
86131,0
86135,1
86137,1
86141,1
86142,1
86143,1
86144,1
86145,1
86152,1
86153,1
86154,1
86155,1
86156,1
86157,1
86160,1
86161,1
86164,0
86165,1
86167,0
86168,0
86169,0
86170,1
86171,1
86173,1
86174,1
86175,1
86178,0
86180,1
86181,1
86183,1
86186,1
86187,1
86189,0
86190,0
86192,1
86193,1
86194,1
86196,1
86198,1
86199,0
86202,1
86204,0
86205,1
86207,1
86208,1
86212,0
86216,1
86218,1
86225,1
86226,1
86230,1
86234,1
86237,1
86238,0
86239,1
86240,1
86241,1
86242,1
86244,1
86245,1
86246,1
86248,1
86260,1
86263,1
86264,1
86265,0
86270,0
86271,1
86272,1
86275,0
86277,1
86280,1
86282,1
86283,0
86285,1
86286,1
86287,0
86288,0
86293,1
86294,1
86296,1
86299,1
86300,0
86304,1
86306,1
86309,1
86310,1
86312,0
86313,1
86315,0
86317,0
86320,1
86323,1
86325,1
86326,1
86327,1
86329,0
86330,1
86331,1
86332,1
86333,1
86339,0
86341,1
86343,0
86346,1
86348,0
86349,1
86350,1
86354,1
86355,1
86357,1
86358,1
86359,1
86360,1
86361,0
86363,1
86364,0
86365,0
86368,1
86369,1
86370,1
86371,1
86372,1
86374,1
86376,1
86380,0
86381,1
86382,1
86383,1
86384,1
86386,1
86389,1
86390,0
86393,0
86394,1
86396,1
86398,1
86399,1
86401,1
86403,1
86407,1
86408,1
86409,1
86410,0
86412,1
86414,1
86416,0
86417,0
86418,1
86419,1
86420,1
86421,1
86422,1
86423,1
86424,0
86425,1
86426,1
86427,1
86429,0
86430,1
86434,0
86436,1
86437,0
86438,1
86439,1
86441,1
86442,1
86444,1
86445,0
86447,1
86449,1
86451,0
86452,1
86453,0
86456,1
86458,1
86461,1
86463,1
86465,0
86470,1
86471,0
86474,1
86478,1
86481,1
86483,0
86484,1
86489,1
86490,1
86491,0
86492,1
86494,1
86496,1
86498,1
86499,1
86500,1
86501,1
86507,1
86509,1
86511,0
86512,1
86513,1
86515,1
86516,0
86517,1
86518,1
86519,1
86520,1
86526,1
86527,0
86528,0
86529,1
86530,0
86535,0
86537,1
86539,1
86541,1
86544,1
86549,1
86551,1
86552,0
86554,1
86556,0
86557,1
86558,1
86559,1
86561,1
86563,1
86565,0
86567,1
86568,1
86570,1
86577,1
86578,1
86579,1
86581,1
86582,1
86584,1
86585,1
86586,1
86587,1
86590,0
86591,0
86592,1
86593,1
86594,1
86595,1
86596,1
86597,1
86599,1
86600,0
86605,0
86609,1
86613,0
86614,1
86616,1
86620,1
86621,1
86622,0
86624,1
86627,1
86629,1
86631,1
86632,0
86633,1
86634,1
86637,1
86639,1
86641,1
86642,1
86643,1
86646,0
86648,1
86652,0
86656,1
86657,1
86659,0
86661,1
86662,1
86664,0
86666,1
86667,1
86668,0
86674,0
86677,1
86678,0
86682,1
86685,0
86686,1
86690,0
86693,1
86701,1
86704,1
86708,0
86711,1
86715,1
86719,1
86721,1
86724,1
86727,1
86734,1
86735,1
86737,0
86741,0
86745,1
86746,1
86747,1
86748,0
86752,1
86756,1
86758,1
86760,1
86762,1
86764,1
86765,1
86766,0
86768,1
86769,1
86770,1
86775,1
86776,1
86777,1
86779,0
86781,1
86782,1
86784,1
86785,1
86786,1
86788,1
86790,1
86791,1
86793,1
86797,1
86798,1
86799,1
86800,1
86801,0
86803,1
86805,1
86806,1
86813,0
86816,0
86817,1
86818,1
86823,1
86825,1
86826,1
86827,1
86828,1
86831,1
86832,1
86834,0
86836,1
86837,0
86840,1
86843,1
86846,1
86850,1
86851,0
86852,1
86856,1
86857,0
86862,1
86863,0
86864,0
86866,1
86867,1
86870,1
86873,1
86874,1
86875,1
86878,1
86879,0
86880,0
86881,1
86882,1
86883,1
86885,1
86886,1
86887,0
86891,1
86892,1
86893,0
86894,0
86897,1
86898,1
86899,1
86900,0
86903,1
86904,1
86905,0
86906,1
86908,1
86914,1
86915,1
86916,0
86918,1
86919,1
86920,1
86921,0
86923,1
86926,1
86927,1
86929,1
86930,1
86932,1
86933,1
86934,1
86936,1
86937,1
86938,1
86940,1
86941,1
86942,1
86948,1
86949,0
86951,1
86952,1
86953,1
86956,0
86958,0
86959,1
86960,0
86963,1
86965,1
86967,1
86971,1
86972,0
86982,1
86983,1
86985,1
86987,1
86989,1
86990,1
86997,1
86999,0
87000,1
87001,1
87002,0
87005,0
87006,1
87007,1
87009,0
87013,1
87014,1
87015,1
87019,0
87021,1
87023,1
87028,1
87029,0
87030,1
87031,1
87032,0
87033,1
87034,0
87037,1
87038,1
87048,1
87049,1
87052,1
87053,0
87054,0
87055,1
87056,1
87057,1
87058,1
87059,1
87061,0
87062,1
87065,1
87066,1
87072,0
87086,1
87087,1
87088,1
87092,1
87094,1
87097,1
87101,1
87105,0
87107,0
87111,0
87115,1
87117,1
87118,1
87119,0
87121,1
87122,0
87123,1
87126,1
87131,1
87135,1
87140,1
87141,1
87145,0
87147,0
87149,0
87151,0
87153,1
87155,1
87157,1
87159,1
87162,1
87163,1
87164,1
87167,1
87168,0
87170,0
87171,1
87173,1
87176,1
87178,1
87179,0
87181,1
87184,1
87186,1
87187,0
87188,1
87192,1
87199,0
87201,1
87204,1
87207,1
87211,1
87212,0
87216,1
87217,1
87219,1
87220,1
87221,0
87224,1
87225,1
87227,0
87228,0
87232,1
87233,1
87234,1
87235,1
87236,1
87243,0
87247,1
87248,0
87249,1
87250,0
87252,0
87253,1
87254,0
87257,0
87259,1
87260,1
87261,0
87264,1
87266,1
87267,1
87269,0
87272,1
87274,0
87275,1
87276,0
87277,1
87278,0
87280,1
87281,1
87284,0
87288,0
87290,1
87291,1
87296,1
87297,0
87301,1
87306,0
87307,0
87312,1
87315,0
87318,1
87321,1
87324,1
87325,0
87326,0
87329,1
87330,1
87332,1
87338,1
87339,1
87344,1
87345,1
87350,1
87352,1
87353,0
87354,1
87360,1
87361,1
87362,0
87368,1
87372,1
87375,1
87376,1
87378,1
87380,0
87384,1
87386,0
87387,1
87388,1
87389,1
87390,0
87391,1
87392,1
87393,1
87396,1
87399,1
87402,0
87404,1
87406,0
87407,1
87415,1
87417,1
87418,0
87422,0
87425,0
87426,1
87430,1
87431,1
87432,0
87434,1
87435,0
87437,0
87438,1
87441,1
87442,1
87445,0
87447,0
87453,0
87454,1
87456,1
87459,1
87462,0
87465,1
87468,0
87469,1
87470,1
87472,1
87474,1
87475,1
87476,0
87479,1
87480,1
87482,1
87486,0
87489,1
87490,0
87492,1
87495,1
87498,1
87501,1
87502,1
87505,1
87506,0
87508,0
87511,1
87512,0
87514,1
87515,1
87516,1
87518,1
87519,0
87522,1
87524,1
87527,0
87529,1
87531,1
87533,1
87535,1
87537,1
87538,1
87540,1
87541,0
87547,1
87548,0
87550,1
87554,1
87556,1
87557,1
87558,1
87560,1
87562,0
87564,0
87565,1
87566,1
87567,1
87571,1
87573,1
87577,1
87578,1
87580,0
87581,0
87583,1
87586,0
87587,0
87588,1
87589,0
87591,1
87592,1
87593,1
87597,1
87598,1
87600,1
87601,1
87602,0
87603,1
87609,1
87610,0
87611,1
87614,0
87615,1
87620,1
87621,1
87623,1
87628,1
87629,1
87630,1
87633,1
87634,0
87635,1
87636,1
87639,1
87640,1
87644,1
87645,1
87646,1
87647,1
87648,1
87651,1
87659,1
87661,1
87662,1
87663,1
87664,1
87668,1
87671,1
87673,1
87678,1
87680,1
87682,1
87684,1
87686,1
87687,1
87689,0
87691,1
87692,0
87696,1
87697,0
87699,1
87700,0
87704,1
87706,1
87708,1
87709,1
87710,0
87711,1
87714,1
87715,1
87716,1
87718,1
87720,0
87723,1
87725,0
87728,1
87739,1
87740,1
87741,1
87742,0
87744,1
87750,1
87751,1
87754,1
87755,1
87757,1
87758,1
87760,0
87762,1
87764,1
87765,0
87766,1
87767,0
87768,0
87769,0
87774,1
87775,1
87776,0
87777,0
87778,1
87779,0
87780,1
87782,1
87787,0
87790,1
87791,1
87796,1
87800,1
87801,1
87803,1
87804,0
87807,1
87809,1
87811,1
87813,1
87815,1
87817,1
87818,1
87820,0
87821,0
87824,1
87825,0
87826,1
87827,1
87829,0
87831,1
87838,1
87840,1
87841,0
87842,0
87843,1
87846,1
87849,0
87850,1
87853,1
87854,0
87855,0
87857,1
87859,1
87861,1
87863,1
87868,1
87872,0
87873,1
87877,0
87881,0
87882,1
87885,1
87887,0
87890,1
87891,1
87892,0
87896,1
87898,0
87902,1
87903,1
87911,1
87915,1
87919,0
87921,1
87922,0
87924,0
87928,1
87929,0
87930,1
87931,1
87933,0
87935,1
87936,1
87937,0
87940,0
87943,1
87946,1
87948,0
87950,1
87953,1
87957,1
87958,1
87960,1
87962,1
87966,1
87968,0
87969,0
87970,1
87971,0
87972,1
87973,1
87975,0
87976,1
87977,1
87978,0
87981,0
87983,1
87984,0
87987,1
87989,1
87990,1
87991,0
87997,1
88001,1
88004,1
88008,1
88009,1
88010,1
88012,0
88014,1
88015,1
88018,1
88020,0
88022,1
88023,0
88024,1
88026,1
88027,1
88031,1
88032,1
88033,1
88035,0
88037,0
88038,1
88042,1
88043,1
88046,0
88047,1
88049,1
88050,1
88051,1
88054,1
88055,1
88058,1
88059,1
88061,1
88064,1
88065,1
88067,1
88068,1
88071,1
88072,0
88073,1
88074,0
88076,1
88079,1
88080,1
88083,1
88084,1
88086,1
88088,1
88092,1
88093,1
88094,1
88095,1
88098,1
88101,1
88102,1
88104,1
88105,1
88106,0
88107,1
88109,0
88111,1
88112,1
88115,0
88117,1
88118,1
88120,1
88123,1
88124,1
88125,1
88129,1
88134,1
88135,0
88136,1
88137,1
88139,0
88142,0
88144,1
88149,1
88152,1
88157,1
88158,1
88160,1
88161,1
88167,1
88168,1
88169,1
88170,1
88171,1
88174,0
88178,1
88179,1
88180,1
88183,1
88188,1
88190,1
88191,0
88194,1
88198,1
88199,0
88200,1
88203,1
88204,1
88206,0
88208,1
88210,1
88212,1
88214,0
88215,0
88216,1
88217,1
88221,1
88224,1
88225,0
88226,0
88227,1
88228,1
88231,1
88233,1
88234,1
88235,1
88238,1
88240,1
88241,1
88244,0
88245,0
88249,1
88251,1
88253,1
88254,0
88256,1
88257,0
88258,1
88261,1
88262,1
88265,1
88268,1
88270,1
88273,1
88274,0
88275,1
88279,1
88281,1
88284,1
88286,1
88289,1
88291,1
88292,0
88294,1
88296,1
88298,0
88300,0
88302,0
88304,1
88307,1
88308,1
88309,1
88312,1
88313,1
88317,1
88318,1
88324,1
88325,1
88326,1
88327,1
88328,1
88329,0
88334,1
88335,1
88339,1
88340,1
88342,1
88343,1
88345,1
88346,1
88347,1
88348,1
88349,0
88350,0
88352,1
88353,1
88354,1
88358,0
88359,0
88363,1
88365,0
88366,1
88368,1
88370,1
88372,1
88373,1
88374,1
88375,1
88377,1
88378,1
88379,1
88381,1
88382,1
88383,1
88384,1
88388,1
88389,1
88390,0
88392,0
88393,0
88396,1
88397,0
88398,1
88400,1
88402,0
88403,1
88404,1
88407,1
88408,0
88411,0
88412,0
88418,1
88419,1
88421,1
88424,0
88425,0
88426,1
88428,1
88429,1
88432,1
88435,1
88436,1
88438,1
88439,1
88440,1
88442,1
88443,1
88444,0
88445,1
88447,1
88450,0
88451,1
88452,0
88453,1
88455,1
88456,0
88458,1
88459,1
88461,1
88462,1
88463,0
88465,1
88466,1
88467,1
88468,1
88469,1
88472,0
88474,0
88475,1
88476,0
88477,0
88478,1
88480,0
88482,1
88483,1
88485,1
88487,0
88493,1
88494,1
88495,1
88496,1
88497,0
88499,1
88500,0
88504,0
88505,1
88508,0
88520,0
88522,1
88524,1
88526,1
88527,1
88530,1
88531,1
88532,1
88533,0
88538,1
88539,0
88540,1
88541,1
88543,1
88544,1
88547,0
88549,1
88552,0
88556,1
88561,1
88564,0
88565,1
88567,1
88569,1
88571,1
88574,1
88575,1
88576,0
88577,0
88580,1
88581,0
88582,1
88583,1
88590,1
88591,1
88592,0
88593,1
88594,0
88596,1
88601,1
88602,0
88604,1
88605,1
88608,0
88612,1
88613,1
88614,0
88615,0
88618,1
88625,1
88626,1
88627,0
88628,1
88629,1
88631,1
88634,1
88635,1
88637,1
88638,0
88642,1
88643,1
88646,1
88647,0
88651,0
88653,1
88655,1
88657,1
88658,1
88663,1
88664,1
88677,1
88679,1
88680,1
88681,1
88685,1
88687,1
88689,0
88693,1
88694,1
88695,1
88697,1
88698,1
88701,1
88703,1
88705,0
88706,0
88707,1
88709,1
88710,1
88711,1
88712,1
88713,0
88717,1
88719,1
88720,1
88721,1
88722,1
88723,0
88726,1
88727,0
88728,1
88731,1
88733,1
88734,1
88736,1
88737,0
88739,1
88740,1
88741,1
88743,1
88748,0
88749,1
88752,1
88754,1
88757,1
88759,1
88762,1
88764,1
88765,0
88767,0
88768,1
88770,1
88771,0
88773,0
88774,1
88776,1
88777,1
88778,0
88780,1
88781,1
88782,1
88784,0
88786,1
88787,0
88789,1
88790,1
88792,0
88793,1
88795,0
88797,1
88799,1
88803,1
88805,1
88806,1
88807,1
88809,0
88812,1
88814,1
88817,1
88819,1
88820,0
88821,1
88825,1
88828,1
88829,1
88830,1
88833,1
88834,1
88836,1
88837,0
88839,1
88840,1
88846,1
88849,1
88850,0
88851,1
88854,0
88858,1
88859,1
88862,0
88863,0
88864,1
88865,0
88866,1
88867,0
88870,0
88872,1
88875,1
88877,1
88878,1
88879,1
88880,1
88881,1
88886,0
88887,1
88888,1
88889,1
88890,0
88891,1
88892,1
88895,1
88896,1
88897,1
88898,1
88899,1
88901,1
88902,1
88903,0
88904,0
88911,0
88914,1
88917,1
88918,1
88919,0
88920,0
88921,1
88923,0
88924,0
88928,0
88929,1
88932,1
88933,0
88934,1
88935,1
88937,1
88938,1
88940,1
88943,0
88944,1
88946,1
88949,0
88951,1
88952,1
88953,1
88954,1
88955,1
88956,0
88957,1
88961,0
88963,1
88964,1
88967,0
88969,0
88970,1
88971,1
88972,1
88975,0
88977,1
88978,1
88980,1
88981,0
88983,1
88984,0
88985,1
88986,1
88987,1
88989,1
88991,1
88995,1
88996,1
88997,1
89000,1
89001,1
89002,1
89014,1
89019,0
89020,0
89021,1
89023,1
89024,1
89025,1
89026,1
89028,1
89032,1
89033,1
89034,1
89036,1
89037,1
89038,1
89047,1
89049,0
89050,0
89051,1
89052,0
89053,0
89054,1
89056,1
89058,1
89059,1
89060,0
89062,0
89066,1
89067,1
89068,1
89071,1
89073,0
89078,1
89082,1
89086,1
89088,0
89089,1
89099,0
89100,1
89101,1
89102,1
89103,0
89104,1
89106,1
89107,1
89112,1
89115,1
89117,1
89118,1
89120,1
89122,1
89126,0
89129,1
89132,1
89134,1
89138,1
89139,0
89142,1
89144,1
89145,0
89146,1
89147,1
89151,1
89152,1
89153,1
89154,1
89155,1
89159,1
89160,1
89161,1
89162,1
89165,1
89166,1
89167,0
89168,1
89169,1
89172,0
89173,0
89174,1
89175,0
89176,1
89177,1
89179,1
89180,1
89186,1
89188,1
89189,1
89190,0
89191,0
89194,1
89195,1
89197,1
89201,0
89202,1
89205,0
89206,1
89207,0
89211,0
89216,0
89218,0
89220,1
89221,1
89223,1
89224,1
89226,0
89229,1
89230,1
89232,0
89233,0
89234,1
89235,0
89236,0
89238,0
89239,1
89241,1
89242,1
89247,0
89248,0
89249,1
89250,1
89252,1
89253,1
89254,1
89255,1
89257,1
89264,1
89266,0
89268,1
89270,1
89271,1
89280,0
89281,1
89282,1
89285,1
89287,1
89288,0
89289,0
89290,1
89291,0
89294,1
89296,1
89300,1
89301,0
89302,1
89303,1
89308,1
89309,0
89310,0
89313,1
89314,1
89315,1
89320,0
89321,1
89323,1
89325,1
89327,1
89329,1
89330,1
89331,1
89333,0
89334,0
89335,1
89336,1
89340,1
89341,1
89344,0
89345,1
89346,1
89348,1
89350,1
89351,1
89352,1
89354,0
89355,0
89356,0
89357,1
89359,1
89360,1
89361,0
89365,1
89368,1
89369,1
89370,0
89371,0
89372,0
89373,0
89374,0
89375,0
89377,1
89379,1
89382,0
89384,0
89386,1
89387,1
89390,0
89393,0
89394,0
89395,1
89397,1
89404,1
89406,1
89408,1
89409,0
89410,1
89412,0
89415,1
89416,0
89420,1
89425,1
89426,0
89427,1
89431,0
89434,1
89436,1
89437,1
89438,1
89439,1
89440,1
89444,1
89445,1
89446,1
89448,1
89450,1
89459,1
89461,1
89463,1
89464,0
89465,0
89466,1
89467,1
89468,0
89472,1
89474,1
89476,1
89478,1
89482,1
89485,1
89486,1
89493,1
89494,0
89495,0
89496,0
89498,1
89499,0
89505,1
89506,1
89508,1
89509,1
89510,1
89512,0
89513,1
89515,0
89518,0
89519,1
89521,0
89526,1
89529,1
89531,0
89534,1
89536,1
89538,0
89540,1
89541,1
89542,1
89543,1
89544,0
89545,1
89546,1
89547,1
89548,0
89549,0
89551,1
89554,1
89558,1
89559,1
89560,1
89563,0
89565,0
89566,0
89570,1
89571,1
89574,1
89575,0
89576,0
89580,1
89581,0
89582,0
89583,1
89584,1
89585,1
89587,0
89589,1
89593,1
89594,1
89595,1
89596,0
89599,1
89600,0
89603,0
89605,0
